"PaymentId";"PaymentType";"CardNumber";"AmountCharged";"OrderHeader_OrderNumber"
2462;"CreditCard";"9835162757195281";9039;2462
2463;"CreditCard";"7630216212287245";11524;2463
2464;"CreditCard";"7622405465917417";11071;2464
2465;"CreditCard";"7713439009388502";5609;2465
2466;"CreditCard";"6547231736783896";5848;2466
2467;"CreditCard";"9171864472624559";13586;2467
2468;"CreditCard";"9281324663666261";7388;2468
2469;"CreditCard";"6698258730417155";1609;2469
2470;"CreditCard";"6152832395228449";6189;2470
2471;"CreditCard";"6112188177530256";6047;2471
2472;"CreditCard";"5538820584378581";960;2472
2473;"CreditCard";"7134827742690298";4040;2473
2474;"CreditCard";"7087328868307525";7611;2474
2475;"CreditCard";"9408717786171484";8342;2475
2476;"CreditCard";"5364486308704290";4958;2476
2477;"CreditCard";"5537095991772950";5033;2477
2478;"CreditCard";"8169072473421946";2038;2478
2479;"CreditCard";"6227440612565829";3568;2479
2480;"CreditCard";"6178405820556414";4725;2480
2481;"CreditCard";"7351466327938882";6537;2481
2482;"CreditCard";"4668120718322787";3780;2482
2483;"CreditCard";"9871454658504578";10106;2483
2484;"CreditCard";"7008458059118931";2966;2484
2485;"CreditCard";"9978616038181577";10959;2485
2486;"CreditCard";"9610873300220478";6289;2486
2487;"CreditCard";"7519478489692718";7873;2487
2488;"CreditCard";"8679772899016086";1374;2488
2489;"CreditCard";"7244963952414204";419;2489
2490;"CreditCard";"8055720181555508";5064;2490
2491;"CreditCard";"5608677792455755";11717;2491
2492;"CreditCard";"6292895359433647";4979;2492
2493;"CreditCard";"9408574174876236";1865;2493
2494;"CreditCard";"5349026504302716";12553;2494
2495;"CreditCard";"9287285782448028";4872;2495
2496;"CreditCard";"9204224990007542";4259;2496
2497;"CreditCard";"7598603359784057";6808;2497
2498;"CreditCard";"9266565053051102";3247;2498
2499;"CreditCard";"8242147495745835";4881;2499
2500;"CreditCard";"7894107447926153";945;2500
2501;"CreditCard";"7479902907804443";4712;2501
2502;"CreditCard";"7192778194538894";10779;2502
2503;"CreditCard";"4837036704744356";7982;2503
2504;"CreditCard";"6214960464272769";10130;2504
2505;"CreditCard";"4703525308564020";8300;2505
2506;"CreditCard";"4923337468437027";6268;2506
2507;"CreditCard";"8994245262369860";2804;2507
2508;"CreditCard";"8191735895431655";610;2508
2509;"CreditCard";"8833207135397053";1248;2509
2510;"CreditCard";"8378829869626236";5054;2510
2511;"CreditCard";"6867228963592250";3766;2511
2512;"CreditCard";"8239945059866186";4810;2512
2513;"CreditCard";"5174585015476163";5688;2513
2514;"CreditCard";"9978742526954779";8637;2514
2515;"CreditCard";"5074229738026634";4490;2515
2516;"CreditCard";"5547710667394121";7644;2516
2517;"CreditCard";"5122434301524200";7180;2517
2518;"CreditCard";"9846874299547328";4327;2518
2519;"CreditCard";"9784517235078512";5418;2519
2520;"CreditCard";"9878249806933862";4284;2520
2521;"CreditCard";"7938616190135959";584;2521
2522;"CreditCard";"7031272337104628";1881;2522
2523;"CreditCard";"6630891517795734";277;2523
2524;"CreditCard";"9307259385814600";3845;2524
2525;"CreditCard";"4948432043861201";6811;2525
2526;"CreditCard";"5179650375807085";2190;2526
2527;"CreditCard";"9520710316518758";6578;2527
2528;"CreditCard";"9898897232431023";7036;2528
2529;"CreditCard";"7826061284783514";4750;2529
2530;"CreditCard";"6419785541821507";7984;2530
2531;"CreditCard";"7123772265895275";3279;2531
2532;"CreditCard";"6289693713874306";4284;2532
2533;"CreditCard";"8123878354615446";10185;2533
2534;"CreditCard";"7413578352135679";10685;2534
2535;"CreditCard";"6102021804423880";8213;2535
2536;"CreditCard";"7807864140921426";6783;2536
2537;"CreditCard";"7371814071712676";4172;2537
2538;"CreditCard";"5821178215025015";517;2538
2539;"CreditCard";"4696280638882998";1559;2539
2540;"CreditCard";"7565591592879963";2570;2540
2541;"CreditCard";"4754953218567592";9985;2541
2542;"CreditCard";"7216866798793954";7600;2542
2543;"CreditCard";"5453217278455908";2592;2543
2544;"CreditCard";"9050058617103093";6780;2544
2545;"CreditCard";"9592302791451064";646;2545
2546;"CreditCard";"6835120990205295";5959;2546
2547;"CreditCard";"6867433843229728";2758;2547
2548;"CreditCard";"6305710213695020";8156;2548
2549;"CreditCard";"6869179783575509";7760;2549
2550;"CreditCard";"6598939684048982";4785;2550
2551;"CreditCard";"8341057034752062";5293;2551
2552;"CreditCard";"4974372113480710";6021;2552
2553;"CreditCard";"5904790674255793";10445;2553
2554;"CreditCard";"5875982548303829";3660;2554
2555;"CreditCard";"7873930281957492";2016;2555
2556;"CreditCard";"7623098578976283";1500;2556
2557;"CreditCard";"9450725489564505";4600;2557
2558;"CreditCard";"5461905924023672";4806;2558
2559;"CreditCard";"5714138118252433";14014;2559
2560;"CreditCard";"7662541348196066";5250;2560
2561;"CreditCard";"8369692546624884";8740;2561
2562;"CreditCard";"5367142640766162";8785;2562
2563;"CreditCard";"7386955315364726";7355;2563
2564;"CreditCard";"6300125629565195";11003;2564
2565;"CreditCard";"7653335338997346";5784;2565
2566;"CreditCard";"8132582924071796";2471;2566
2567;"CreditCard";"4482632860068842";5542;2567
2568;"CreditCard";"6619737196931477";4910;2568
2569;"CreditCard";"8568396342043731";3501;2569
2570;"CreditCard";"8300634706394894";7496;2570
2571;"CreditCard";"7834693178018847";8653;2571
2572;"CreditCard";"7958944145192005";4302;2572
2573;"CreditCard";"4938580570499966";5215;2573
2574;"CreditCard";"7622207089591670";10685;2574
2575;"CreditCard";"7486354605410631";1484;2575
2576;"CreditCard";"9503773313591208";8706;2576
2577;"CreditCard";"5489788926738645";6110;2577
2578;"CreditCard";"6826410215417182";5750;2578
2579;"CreditCard";"7257516458223562";4431;2579
2580;"CreditCard";"7020200322451780";4347;2580
2581;"CreditCard";"6229995024191663";6435;2581
2582;"CreditCard";"5902163881266396";2736;2582
2583;"CreditCard";"7147632934650496";6282;2583
2584;"CreditCard";"8565134760287857";9015;2584
2585;"CreditCard";"8333512537691996";10473;2585
2586;"CreditCard";"7601505383779581";4634;2586
2587;"CreditCard";"7230078704838783";7449;2587
2588;"CreditCard";"7383118955755669";8851;2588
2589;"CreditCard";"9843574965941319";11731;2589
2590;"CreditCard";"5559027648821789";11388;2590
2591;"CreditCard";"6425899629392616";6328;2591
2592;"CreditCard";"8768336215325845";9591;2592
2593;"CreditCard";"8573532484976529";7898;2593
2594;"CreditCard";"5012010117156918";6827;2594
2595;"CreditCard";"7492828280205967";6610;2595
2596;"CreditCard";"8315859144306234";7022;2596
2597;"CreditCard";"7213421232428111";1036;2597
2598;"CreditCard";"8099551179657271";7239;2598
2599;"CreditCard";"7427431760884490";496;2599
2600;"CreditCard";"7264096051705877";1340;2600
2601;"CreditCard";"9297128309865021";5445;2601
2602;"CreditCard";"8598624521195814";6348;2602
2603;"CreditCard";"7639807092767741";8055;2603
2604;"CreditCard";"9980986334064369";8206;2604
2605;"CreditCard";"9589009673326058";7604;2605
2606;"CreditCard";"5427169921784568";2130;2606
2607;"CreditCard";"8411831483008466";5278;2607
2608;"CreditCard";"6856191830062986";4705;2608
2609;"CreditCard";"7521815951817330";11793;2609
2610;"CreditCard";"6345989074139513";1720;2610
2611;"CreditCard";"9696083947724743";7978;2611
2612;"CreditCard";"4698428270751159";6824;2612
2613;"CreditCard";"9232643243875683";6912;2613
2614;"CreditCard";"9651813463048696";334;2614
2615;"CreditCard";"6151225975652642";2940;2615
2616;"CreditCard";"8541398899945697";5292;2616
2617;"CreditCard";"7586947167769680";6140;2617
2618;"CreditCard";"9614461385094090";6437;2618
2619;"CreditCard";"8891756669872044";6606;2619
2620;"CreditCard";"9667603164034076";6279;2620
2621;"CreditCard";"8765217168249006";13705;2621
2622;"CreditCard";"7563196597718808";9692;2622
2623;"CreditCard";"9613533516331879";8652;2623
2624;"CreditCard";"5865972765950582";2618;2624
2625;"CreditCard";"9330396801391779";3901;2625
2626;"CreditCard";"6580979472376265";1670;2626
2627;"CreditCard";"8693086636736505";2730;2627
2628;"CreditCard";"7828369632796838";5304;2628
2629;"CreditCard";"5841224796886129";3090;2629
2630;"CreditCard";"9622019423545381";12866;2630
2631;"CreditCard";"8150027867904994";4597;2631
2632;"CreditCard";"7481089416449792";3006;2632
2633;"CreditCard";"7649759808105521";1861;2633
2634;"CreditCard";"5267762540708513";1316;2634
2635;"CreditCard";"6710144350798953";4189;2635
2636;"CreditCard";"6653918213470218";7616;2636
2637;"CreditCard";"8901472262874621";4687;2637
2638;"CreditCard";"6373827400455011";5746;2638
2639;"CreditCard";"9973552534885637";6116;2639
2640;"CreditCard";"6840665174476735";319;2640
2641;"CreditCard";"9906085201324917";7618;2641
2642;"CreditCard";"6348095108839673";6010;2642
2643;"CreditCard";"9894678677475518";7654;2643
2644;"CreditCard";"8574190888116859";9412;2644
2645;"CreditCard";"7697352151341632";2652;2645
2646;"CreditCard";"4505206751402525";2958;2646
2647;"CreditCard";"7380108210914848";2541;2647
2648;"CreditCard";"8214135376458697";2976;2648
2649;"CreditCard";"7508032838473676";3719;2649
2650;"CreditCard";"9710045159781843";9318;2650
2651;"CreditCard";"5381373053965571";4022;2651
2652;"CreditCard";"8212679710309232";5566;2652
2653;"CreditCard";"9421504434288334";2037;2653
2654;"CreditCard";"9848093637809663";9749;2654
2655;"CreditCard";"5372868912845964";12676;2655
2656;"CreditCard";"8190028855951643";930;2656
2657;"CreditCard";"6960591692022709";2010;2657
2658;"CreditCard";"8125058415503163";873;2658
2659;"CreditCard";"6544324628400239";2856;2659
2660;"CreditCard";"8141632307734761";10475;2660
2661;"CreditCard";"5346729659773608";3880;2661
2662;"CreditCard";"6085357118605131";1608;2662
2663;"CreditCard";"7054303108383629";658;2663
2664;"CreditCard";"7871815694786493";1176;2664
2665;"CreditCard";"7189424913279116";2671;2665
2666;"CreditCard";"7186102506752089";1686;2666
2667;"CreditCard";"8645773020341769";5926;2667
2668;"CreditCard";"7996500206744186";8514;2668
2669;"CreditCard";"5308186339476514";3346;2669
2670;"CreditCard";"7102919811129917";1175;2670
2671;"CreditCard";"8241179667503320";7352;2671
2672;"CreditCard";"9299643767433578";1350;2672
2673;"CreditCard";"4781856796063543";4311;2673
2674;"CreditCard";"6696192178626933";3290;2674
2675;"CreditCard";"6754442640670233";3448;2675
2676;"CreditCard";"8204841001590576";9251;2676
2677;"CreditCard";"6849779029000535";4265;2677
2678;"CreditCard";"5110503212522503";6584;2678
2679;"CreditCard";"5207719879120083";1799;2679
2680;"CreditCard";"6355664036416912";9580;2680
2681;"CreditCard";"8720839798205197";2619;2681
2682;"CreditCard";"9934280808469854";727;2682
2683;"CreditCard";"6322509323033014";6690;2683
2684;"CreditCard";"5532667999625839";1841;2684
2685;"CreditCard";"4482236601409317";6044;2685
2686;"CreditCard";"5528244330429483";5753;2686
2687;"CreditCard";"5245486613605280";3085;2687
2688;"CreditCard";"5413990263597197";8568;2688
2689;"CreditCard";"7712633025644740";13671;2689
2690;"CreditCard";"4742822255885015";6109;2690
2691;"CreditCard";"5509172220854361";6834;2691
2692;"CreditCard";"4688732475226440";7646;2692
2693;"CreditCard";"6975583909815909";4643;2693
2694;"CreditCard";"5554068342895768";7752;2694
2695;"CreditCard";"8779334167944190";5647;2695
2696;"CreditCard";"6787980171721776";2596;2696
2697;"CreditCard";"8919295809215186";5749;2697
2698;"CreditCard";"6756574106981389";9736;2698
2699;"CreditCard";"6600952777856992";6447;2699
2700;"CreditCard";"9363860862298607";8402;2700
2701;"CreditCard";"9131371095406948";8073;2701
2702;"CreditCard";"9384842130555731";12730;2702
2703;"CreditCard";"5483952877129120";1356;2703
2704;"CreditCard";"8464774006606827";756;2704
2705;"CreditCard";"6233071662728319";7371;2705
2706;"CreditCard";"9791456135026460";383;2706
2707;"CreditCard";"6440404882276097";6239;2707
2708;"CreditCard";"9217136943705119";11237;2708
2709;"CreditCard";"8932551752087874";10415;2709
2710;"CreditCard";"8404459246538884";6531;2710
2711;"CreditCard";"9092921867186873";9218;2711
2712;"CreditCard";"7408185471487837";4696;2712
2713;"CreditCard";"9869642624519629";9960;2713
2714;"CreditCard";"8144466526245389";6403;2714
2715;"CreditCard";"8853392808003935";760;2715
2716;"CreditCard";"9258856867663775";3293;2716
2717;"CreditCard";"5872687943090410";3713;2717
2718;"CreditCard";"7117337269580245";4637;2718
2719;"CreditCard";"8381998061674800";13819;2719
2720;"CreditCard";"8054740790027894";3852;2720
2721;"CreditCard";"6527753165206949";11870;2721
2722;"CreditCard";"9620246387277230";1200;2722
2723;"CreditCard";"5793363403668986";6841;2723
2724;"CreditCard";"8663480912505161";7748;2724
2725;"CreditCard";"5547200969737115";3197;2725
2726;"CreditCard";"7991909725919504";11746;2726
2727;"CreditCard";"6905157400028420";8310;2727
2728;"CreditCard";"5359125502647517";900;2728
2729;"CreditCard";"6550705705151393";11250;2729
2730;"CreditCard";"8542623551115321";618;2730
2731;"CreditCard";"4444545559101544";3700;2731
2732;"CreditCard";"7296627907760266";3916;2732
2733;"CreditCard";"4765916221616524";6572;2733
2734;"CreditCard";"8745008661905678";4170;2734
2735;"CreditCard";"4642394230382308";2110;2735
2736;"CreditCard";"9404392953785165";5486;2736
2737;"CreditCard";"8323029226461057";12558;2737
2738;"CreditCard";"5144788512136468";3496;2738
2739;"CreditCard";"8495360315691300";1416;2739
2740;"CreditCard";"7891791484065290";9486;2740
2741;"CreditCard";"6396425533443123";4883;2741
2742;"CreditCard";"7728694819461502";1407;2742
2743;"CreditCard";"8244434720905775";9231;2743
2744;"CreditCard";"4863532990825654";407;2744
2745;"CreditCard";"6381573922394178";3808;2745
2746;"CreditCard";"7530201664185746";7354;2746
2747;"CreditCard";"7355978245108459";5918;2747
2748;"CreditCard";"5795251013372015";2090;2748
2749;"CreditCard";"9592259971090141";2996;2749
2750;"CreditCard";"6533720985761590";2160;2750
2751;"CreditCard";"7907748107235097";8090;2751
2752;"CreditCard";"5296796172742857";2235;2752
2753;"CreditCard";"8123146856508436";8770;2753
2754;"CreditCard";"9811758858990430";3127;2754
2755;"CreditCard";"9210952174337696";938;2755
2756;"CreditCard";"6413706234393607";1108;2756
2757;"CreditCard";"8095732603819246";8483;2757
2758;"CreditCard";"7054944017980931";654;2758
2759;"CreditCard";"7423301130561446";10351;2759
2760;"CreditCard";"5253433393301946";2128;2760
2761;"CreditCard";"6660793197311149";6016;2761
2762;"CreditCard";"9697341164017509";414;2762
2763;"CreditCard";"9308249062095549";2889;2763
2764;"CreditCard";"5598547408116452";3933;2764
2765;"CreditCard";"5107588609002822";2840;2765
2766;"CreditCard";"7775757828321190";2884;2766
2767;"CreditCard";"5977609075790164";11582;2767
2768;"CreditCard";"4855795495982900";609;2768
2769;"CreditCard";"5017901719523816";3152;2769
2770;"CreditCard";"4482539545912514";5046;2770
2771;"CreditCard";"4686521403478333";686;2771
2772;"CreditCard";"6740672027713423";2008;2772
2773;"CreditCard";"9472441371064159";2200;2773
2774;"CreditCard";"7297012512380286";4528;2774
2775;"CreditCard";"6780713302219081";2177;2775
2776;"CreditCard";"6696458897959106";981;2776
2777;"CreditCard";"9841053594066606";606;2777
2778;"CreditCard";"5675621617547104";7108;2778
2779;"CreditCard";"9123430618072111";7282;2779
2780;"CreditCard";"5584314971735522";3645;2780
2781;"CreditCard";"7004134989062100";8288;2781
2782;"CreditCard";"4512383183123785";4448;2782
2783;"CreditCard";"8160369475633792";3483;2783
2784;"CreditCard";"9115002946150876";5916;2784
2785;"CreditCard";"7881940191666901";4269;2785
2786;"CreditCard";"5092192269594695";8658;2786
2787;"CreditCard";"6958823328440299";9774;2787
2788;"CreditCard";"6380662108574507";10762;2788
2789;"CreditCard";"7423893271532915";10016;2789
2790;"CreditCard";"6461218476260734";3891;2790
2791;"CreditCard";"9881810908685503";4121;2791
2792;"CreditCard";"8143508330317244";698;2792
2793;"CreditCard";"7800519665275489";2616;2793
2794;"CreditCard";"8832829615292292";12139;2794
2795;"CreditCard";"9598513849862989";8082;2795
2796;"CreditCard";"9315744282442915";1365;2796
2797;"CreditCard";"6374057208269127";7321;2797
2798;"CreditCard";"7691338917433083";3937;2798
2799;"CreditCard";"9310765237352133";3918;2799
2800;"CreditCard";"6850345778567296";5994;2800
2801;"CreditCard";"7018814839662528";930;2801
2802;"CreditCard";"8086567357432922";5105;2802
2803;"CreditCard";"9736790514226738";2358;2803
2804;"CreditCard";"6503352227437383";2349;2804
2805;"CreditCard";"4728678519006621";7666;2805
2806;"CreditCard";"4560222752935525";360;2806
2807;"CreditCard";"5652337984451443";4278;2807
2808;"CreditCard";"4942308635088883";9261;2808
2809;"CreditCard";"8642783849352737";10156;2809
2810;"CreditCard";"7183972338430213";5155;2810
2811;"CreditCard";"6332273533354994";894;2811
2812;"CreditCard";"8032239615219820";10334;2812
2813;"CreditCard";"5312985052832709";11393;2813
2814;"CreditCard";"8236570149655505";4268;2814
2815;"CreditCard";"5484145294070727";2610;2815
2816;"CreditCard";"6166516774291314";4452;2816
2817;"CreditCard";"8450161105592824";9954;2817
2818;"CreditCard";"8297607189153117";6308;2818
2819;"CreditCard";"6182804396697388";9400;2819
2820;"CreditCard";"8175540317670813";8817;2820
2821;"CreditCard";"4466184799799170";4568;2821
2822;"CreditCard";"6162758814663830";4260;2822
2823;"CreditCard";"8451536390479730";2090;2823
2824;"CreditCard";"5842183424522092";290;2824
2825;"CreditCard";"4697606194419559";6696;2825
2826;"CreditCard";"5471233221121410";3502;2826
2827;"CreditCard";"6120507816679216";7126;2827
2828;"CreditCard";"7988604554840232";1532;2828
2829;"CreditCard";"8451564389523046";14260;2829
2830;"CreditCard";"9971072734618245";10793;2830
2831;"CreditCard";"4458399327025726";1580;2831
2832;"CreditCard";"8617204384986490";6499;2832
2833;"CreditCard";"4785039498246350";6694;2833
2834;"CreditCard";"9873818504848085";475;2834
2835;"CreditCard";"6667343229979383";6266;2835
2836;"CreditCard";"8735141056697545";8586;2836
2837;"CreditCard";"4845598933314041";684;2837
2838;"CreditCard";"8130265008568008";1967;2838
2839;"CreditCard";"4621350599988746";2255;2839
2840;"CreditCard";"5123150997622111";3094;2840
2841;"CreditCard";"7872344210971147";3634;2841
2842;"CreditCard";"7444419438994762";1890;2842
2843;"CreditCard";"5279648691149856";12929;2843
2844;"CreditCard";"8355181850230778";10428;2844
2845;"CreditCard";"6206150441396367";4290;2845
2846;"CreditCard";"9826855092250575";437;2846
2847;"CreditCard";"6922192671539738";12505;2847
2848;"CreditCard";"8438221934206861";7453;2848
2849;"CreditCard";"8160120068269312";11164;2849
2850;"CreditCard";"5798690280655608";295;2850
2851;"CreditCard";"8389275870879547";2842;2851
2852;"CreditCard";"9678724766984750";4160;2852
2853;"CreditCard";"7525281610726548";7384;2853
2854;"CreditCard";"9063553401672140";10705;2854
2855;"CreditCard";"5551189194774774";9678;2855
2856;"CreditCard";"7185219818400629";8414;2856
2857;"CreditCard";"8456907857459659";8431;2857
2858;"CreditCard";"6384132805866187";3178;2858
2859;"CreditCard";"5494595365150158";301;2859
2860;"CreditCard";"6660699333532715";5803;2860
2861;"CreditCard";"6562001918996493";5429;2861
2862;"CreditCard";"5938035780742170";9628;2862
2863;"CreditCard";"5699476122137663";8350;2863
2864;"CreditCard";"4711313011311228";6981;2864
2865;"CreditCard";"9347200498903550";4429;2865
2866;"CreditCard";"8748606705399042";1232;2866
2867;"CreditCard";"4602075407650544";8995;2867
2868;"CreditCard";"6468819118612957";1760;2868
2869;"CreditCard";"9824981690038594";4191;2869
2870;"CreditCard";"5290864255778786";9472;2870
2871;"CreditCard";"7967517956438599";735;2871
2872;"CreditCard";"7972950116256897";2485;2872
2873;"CreditCard";"5933915837283613";4250;2873
2874;"CreditCard";"8764987165945676";8705;2874
2875;"CreditCard";"7610257781607770";1625;2875
2876;"CreditCard";"5326271342289897";1845;2876
2877;"CreditCard";"8753659920856717";1572;2877
2878;"CreditCard";"9808939058349347";5429;2878
2879;"CreditCard";"6238438783313459";7642;2879
2880;"CreditCard";"5084433249525082";12275;2880
2881;"CreditCard";"7072231919114503";6354;2881
2882;"CreditCard";"6889684665413643";7366;2882
2883;"CreditCard";"8806073484331300";1245;2883
2884;"CreditCard";"6738799907875272";843;2884
2885;"CreditCard";"8350127821503352";2184;2885
2886;"CreditCard";"7890403191717263";9075;2886
2887;"CreditCard";"7628034080055921";1666;2887
2888;"CreditCard";"4549202950914511";4467;2888
2889;"CreditCard";"4789570706301249";668;2889
2890;"CreditCard";"7395058214279480";6272;2890
2891;"CreditCard";"8396554715397432";7159;2891
2892;"CreditCard";"7626933091752574";6640;2892
2893;"CreditCard";"6157976538438521";7354;2893
2894;"CreditCard";"9938227276905279";5067;2894
2895;"CreditCard";"9509764347798028";11852;2895
2896;"CreditCard";"9106273399497391";4222;2896
2897;"CreditCard";"9854752943718918";1821;2897
2898;"CreditCard";"7735991883118303";11961;2898
2899;"CreditCard";"6821958610247579";6636;2899
2900;"CreditCard";"8428590266593947";354;2900
2901;"CreditCard";"6431043151416860";3428;2901
2902;"CreditCard";"6186035597955333";9589;2902
2903;"CreditCard";"9389419551226475";4880;2903
2904;"CreditCard";"6779606791091211";1852;2904
2905;"CreditCard";"5271251443067199";2965;2905
2906;"CreditCard";"5427098009341186";8145;2906
2907;"CreditCard";"9084168229154452";6324;2907
2908;"CreditCard";"6821500109400556";3498;2908
2909;"CreditCard";"5129019874899301";10609;2909
2910;"CreditCard";"5296654689740253";9034;2910
2911;"CreditCard";"7983882654797329";1806;2911
2912;"CreditCard";"4742014931402349";4102;2912
2913;"CreditCard";"6082443052041005";886;2913
2914;"CreditCard";"7428522573158706";7200;2914
2915;"CreditCard";"8953118273848590";4778;2915
2916;"CreditCard";"7244880896501587";5480;2916
2917;"CreditCard";"8270067896665510";9315;2917
2918;"CreditCard";"5849944464748077";794;2918
2919;"CreditCard";"8817199429052882";12936;2919
2920;"CreditCard";"6493088081075687";9390;2920
2921;"CreditCard";"8565599671937141";5017;2921
2922;"CreditCard";"6082973839805289";4631;2922
2923;"CreditCard";"9340351458744605";3116;2923
2924;"CreditCard";"5260588348387082";3322;2924
2925;"CreditCard";"6836101981781700";1052;2925
2926;"CreditCard";"9783349389213365";3618;2926
2927;"CreditCard";"4865545216585011";6852;2927
2928;"CreditCard";"6681756403066458";6655;2928
2929;"CreditCard";"7055910367211753";8107;2929
2930;"CreditCard";"7214119131046046";245;2930
2931;"CreditCard";"6223786086877173";500;2931
2932;"CreditCard";"5922861069071931";2728;2932
2933;"CreditCard";"7916858198473654";6138;2933
2934;"CreditCard";"5160730710230865";8403;2934
2935;"CreditCard";"6359301733701914";2490;2935
2936;"CreditCard";"5298580973861563";2390;2936
2937;"CreditCard";"4657919332928924";3119;2937
2938;"CreditCard";"8938220807005111";5814;2938
2939;"CreditCard";"6868672038829712";5972;2939
2940;"CreditCard";"8606048221160641";3590;2940
2941;"CreditCard";"9391106324608549";7533;2941
2942;"CreditCard";"9819027213881665";2436;2942
2943;"CreditCard";"5774496083153119";4280;2943
2944;"CreditCard";"7035330936045301";2810;2944
2945;"CreditCard";"9944176049673987";1731;2945
2946;"CreditCard";"5587545685719494";8289;2946
2947;"CreditCard";"5004972496503315";2592;2947
2948;"CreditCard";"8009006012130698";1512;2948
2949;"CreditCard";"7515999293363335";2688;2949
2950;"CreditCard";"5246454527143241";1736;2950
2951;"CreditCard";"5265214162353908";854;2951
2952;"CreditCard";"8550995327895566";8936;2952
2953;"CreditCard";"5916312165242857";5479;2953
2954;"CreditCard";"7675026538047841";9332;2954
2955;"CreditCard";"5226107666374116";12565;2955
2956;"CreditCard";"4995306128113718";368;2956
2957;"CreditCard";"6670275339601867";640;2957
2958;"CreditCard";"8439776783231540";5826;2958
2959;"CreditCard";"5291239355917057";4203;2959
2960;"CreditCard";"9039626959467472";4773;2960
2961;"CreditCard";"4893626160246074";3653;2961
2962;"CreditCard";"6757992794970902";8270;2962
2963;"CreditCard";"5805358407291886";4370;2963
2964;"CreditCard";"9580556970730887";2022;2964
2965;"CreditCard";"6347809784411077";8047;2965
2966;"CreditCard";"7910252362812081";4152;2966
2967;"CreditCard";"4650288981004194";6491;2967
2968;"CreditCard";"8321634731427533";8362;2968
2969;"CreditCard";"6614278333462700";4448;2969
2970;"CreditCard";"5075683669451645";10472;2970
2971;"CreditCard";"8836067752742019";1005;2971
2972;"CreditCard";"6833531758365797";9054;2972
2973;"CreditCard";"7343291986392239";2683;2973
2974;"CreditCard";"9456951978678228";11514;2974
2975;"CreditCard";"6018416403365456";9353;2975
2976;"CreditCard";"9485825959228579";11855;2976
2977;"CreditCard";"6853344098156165";7315;2977
2978;"CreditCard";"8801492293297188";2618;2978
2979;"CreditCard";"6086224078405734";5180;2979
2980;"CreditCard";"9288701746540691";2802;2980
2981;"CreditCard";"5498237323942966";8771;2981
2982;"CreditCard";"6065679784432772";2540;2982
2983;"CreditCard";"5413677497487023";4320;2983
2984;"CreditCard";"8877541324021027";952;2984
2985;"CreditCard";"7969648997180116";470;2985
2986;"CreditCard";"5056353770600833";4623;2986
2987;"CreditCard";"5166387433204171";13463;2987
2988;"CreditCard";"7410381464373168";2941;2988
2989;"CreditCard";"7816480718286906";4457;2989
2990;"CreditCard";"5814795747223877";8872;2990
2991;"CreditCard";"6623120785710901";2784;2991
2992;"CreditCard";"8077564086392877";4041;2992
2993;"CreditCard";"5204409648779165";1144;2993
2994;"CreditCard";"6878058621250967";4380;2994
2995;"CreditCard";"7520366446860511";5817;2995
2996;"CreditCard";"6643732271537848";5019;2996
2997;"CreditCard";"4454819001487632";2780;2997
2998;"CreditCard";"4592421980252562";5613;2998
2999;"CreditCard";"9801586387745593";10820;2999
3000;"CreditCard";"7430516465437889";3879;3000
3001;"CreditCard";"6621955512774066";8061;3001
3002;"CreditCard";"7415339798800681";5845;3002
3003;"CreditCard";"8248181204553822";7038;3003
3004;"CreditCard";"7035066119755154";5411;3004
3005;"CreditCard";"7790305699733926";8346;3005
3006;"CreditCard";"8377384103471269";2513;3006
3007;"CreditCard";"5416627126782844";6012;3007
3008;"CreditCard";"7453994426377781";7793;3008
3009;"CreditCard";"7380541607610739";2779;3009
3010;"CreditCard";"8663881481589262";1740;3010
3011;"CreditCard";"5154102652921078";5755;3011
3012;"CreditCard";"5807826308329949";6099;3012
3013;"CreditCard";"5451589253907404";3940;3013
3014;"CreditCard";"8513837113759008";8464;3014
3015;"CreditCard";"6003746473411405";5271;3015
3016;"CreditCard";"7900454095659952";2385;3016
3017;"CreditCard";"5650877477740572";5855;3017
3018;"CreditCard";"8771564873755843";2698;3018
3019;"CreditCard";"5610201260147013";1966;3019
3020;"CreditCard";"4653719133024297";9449;3020
3021;"CreditCard";"6787354278323088";6806;3021
3022;"CreditCard";"6817834179146524";9037;3022
3023;"CreditCard";"6389773145917230";4350;3023
3024;"CreditCard";"9975243751421238";4502;3024
3025;"CreditCard";"5435473089925081";4896;3025
3026;"CreditCard";"6726141128949642";12980;3026
3027;"CreditCard";"6083315034276732";3733;3027
3028;"CreditCard";"8067641460488273";6195;3028
3029;"CreditCard";"6242929823197987";2225;3029
3030;"CreditCard";"7002638212963313";10131;3030
3031;"CreditCard";"9810983664831677";2832;3031
3032;"CreditCard";"6724149948809934";4881;3032
3033;"CreditCard";"4610434790709516";8794;3033
3034;"CreditCard";"9438216345973927";6505;3034
3035;"CreditCard";"8526916651919091";1900;3035
3036;"CreditCard";"9616642954638974";10257;3036
3037;"CreditCard";"4985329435856795";4267;3037
3038;"CreditCard";"6888096044177473";3256;3038
3039;"CreditCard";"8824592561777385";9317;3039
3040;"CreditCard";"7055005588815971";13735;3040
3041;"CreditCard";"8443980608960759";1670;3041
3042;"CreditCard";"9798068893347426";4699;3042
3043;"CreditCard";"6049769104791032";8890;3043
3044;"CreditCard";"5034464610330697";12012;3044
